participantRole,condition,fairness.new.,fairness,guesstimate.new._1,feedback..new.,Q94,Q95,Q129,Q96,Q128,Q131,timeOutLog,chatLog
Player2-Republican,2,1,5,8,NA,perceptions of other political parties,1,NA,1,NA,NA,OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player2-Republican: hey
<br>Player1-Democrat: hello. 
<br>Player3-Democrat: hi
<br>Player4-Republican: Ok, this is weird but hello everyone!
<br>Player2-Republican: whatsup
<br>Player3-Democrat: So I ovestimated the dots lol 
<br>Player1-Democrat: ya'll over or under estimators
<br>Player1-Democrat: Im and over
<br>Player4-Republican: Im an over
<br>Player2-Republican: underestimator
<br>Player4-Republican: I guessed 35 so over
<br>Player1-Democrat: well neat. 
<br>Player3-Democrat: I guess I won't be winning any of the guess how many candy corn are in a jar competitions 
<br> *** Player3-Democrat has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br>"
Player2-Republican,4,1,6,9,I think that it's biased in that people are likely to assign the easy tasks to themselves.,Studying if political affiliation would result in people giving people difficult or easy tasks to complete? I'm not really sure what you're trying to measure.,1,NA,1,NA,NA,OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player2-Republican: Good afternoon. I'm apparently an underestimator. 
<br>Player3-Democrat: Hi!  I struggle with these dot estimation exercises.  I'm an overestimator.
<br>Player2-Republican: To me this was a very difficult task, it was very hard to get an accurate count when the dots were different sizes with the time given.
<br>Player4-Republican: Overestimater here
<br>Player3-Democrat: Agreed.  The different sizes throw me too.
<br>Player1-Democrat: I'm also an underestimator haha
<br> *** Player3-Democrat has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br>"
Player3-Democrat,3,1,3,8,no,To see how people would choose to sort the tasks,1,NA,1,NA,NA,OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player2-Republican: hey
<br>Player1-Democrat: hello. 
<br>Player3-Democrat: hi
<br>Player4-Republican: Ok, this is weird but hello everyone!
<br>Player2-Republican: whatsup
<br>Player3-Democrat: So I ovestimated the dots lol 
<br>Player1-Democrat: ya'll over or under estimators
<br>Player1-Democrat: Im and over
<br>Player4-Republican: Im an over
<br>Player2-Republican: underestimator
<br>Player4-Republican: I guessed 35 so over
<br>Player1-Democrat: well neat. 
<br>Player3-Democrat: I guess I won't be winning any of the guess how many candy corn are in a jar competitions 
<br> *** Player3-Democrat has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br>"
Player1-Democrat,1,NA,NA,NA,NA,see what people will prefer and if they will assign that to others.,1,NA,4,NA,NA,OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player2-Republican: hey
<br>Player1-Democrat: hello. 
<br>Player3-Democrat: hi
<br>Player4-Republican: Ok, this is weird but hello everyone!
<br>Player2-Republican: whatsup
<br>Player3-Democrat: So I ovestimated the dots lol 
<br>Player1-Democrat: ya'll over or under estimators
<br>Player1-Democrat: Im and over
<br>Player4-Republican: Im an over
<br>Player2-Republican: underestimator
<br>Player4-Republican: I guessed 35 so over
<br>Player1-Democrat: well neat. 
<br>Player3-Democrat: I guess I won't be winning any of the guess how many candy corn are in a jar competitions 
<br> *** Player3-Democrat has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>"
Player2-Republican,1,NA,NA,NA,NA,Communication  with peers of a different party,1,NA,4,NA,NA,OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player3-Democrat: Hi there!
<br>Player1-Democrat: Hello friends
<br>Player2-Republican: Hello There
<br>Player4-Republican: Hello
<br>Player3-Democrat: Apparently I'm an underestimater
<br>Player1-Democrat: I was an underestimator too
<br>Player2-Republican: How did you do with the estimation?
<br>Player3-Democrat: It didn't tell me a total.  I guessed 97
<br>Player2-Republican: Underestimator as well
<br>Player1-Democrat: I couldnt guess because they were different sizes, i thought it was hard to figure out a pattern.
<br>Player4-Republican: I was an underestimator
<br>Player1-Democrat: there also wasn't enough time
<br>Player4-Republican: I guessed 
<br>Player1-Democrat: I guessed 63
<br> *** Player3-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br>"
Player4-Republican,3,2,4,10,None,See how well people perform for themselves and for others?,1,NA,1,NA,NA,OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player2-Republican: hey
<br>Player1-Democrat: hello. 
<br>Player3-Democrat: hi
<br>Player4-Republican: Ok, this is weird but hello everyone!
<br>Player2-Republican: whatsup
<br>Player3-Democrat: So I ovestimated the dots lol 
<br>Player1-Democrat: ya'll over or under estimators
<br>Player1-Democrat: Im and over
<br>Player4-Republican: Im an over
<br>Player2-Republican: underestimator
<br>Player4-Republican: I guessed 35 so over
<br>Player1-Democrat: well neat. 
<br>Player3-Democrat: I guess I won't be winning any of the guess how many candy corn are in a jar competitions 
<br> *** Player3-Democrat has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>"
Player4-Republican,3,3,1,10,It would have to be a big coincidence if the assignments were done blindly. Uses should be able to choose which one they are more comfortable doing and not be assigned something obviously more challenging.,"If people would accept possibly being given the harder assignment simply by chance, and also that the person making the decisions was from a specific political leaning.",1,NA,2,"I think it was chosen beforehand that a Republican would be giving out assignments to other Republicans, and vice versa.",The green task set was much more appealing.,OK -- no issues," *** Player1-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player4-Republican: I honestly thought I underestimated
<br>Player3-Democrat: I am not sure how to do this task
<br>Player2-Republican: I thought I overestimaed lol
<br>Player1-Democrat: I was told I overestimated
<br>Player4-Republican: It was not enough time to count
<br>Player4-Republican: Even to estimate
<br>Player2-Republican: I think that was the point
<br> *** Player1-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br>"
Player1-Democrat,4,1,5,9,Not at this time,To see if republicans or democrats were bonding across party lines by having something else to bond over,1,NA,1,NA,NA,OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br>Player3-Democrat: Hello
<br>Player3-Democrat: Was it hard for you all
<br>Player2-Republican: Hi
<br>Player1-Democrat: I tried to count down the rows and then across but I overestimated 
<br>Player4-Republican: Just took a luck guess at it
<br>Player2-Republican: It was a challenge
<br>Player3-Democrat: I tried the same and underestimated
<br> *** Player3-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br>"
Player3-Democrat,2,2,4,7,NA,judging choices,2,Very automated,1,NA,NA,OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br>Player3-Democrat: Hello
<br>Player3-Democrat: Was it hard for you all
<br>Player2-Republican: Hi
<br>Player1-Democrat: I tried to count down the rows and then across but I overestimated 
<br>Player4-Republican: Just took a luck guess at it
<br>Player2-Republican: It was a challenge
<br>Player3-Democrat: I tried the same and underestimated
<br> *** Player3-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br>"
Player2-Republican,4,2,4,10,NA,Decision making,1,NA,1,NA,NA,OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br>Player3-Democrat: Hello
<br>Player3-Democrat: Was it hard for you all
<br>Player2-Republican: Hi
<br>Player1-Democrat: I tried to count down the rows and then across but I overestimated 
<br>Player4-Republican: Just took a luck guess at it
<br>Player2-Republican: It was a challenge
<br>Player3-Democrat: I tried the same and underestimated
<br> *** Player3-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br>"
Player1-Democrat,2,2,6,9,"I think the procedure for selection might be blind, but the results are imbalanced since one task is 20 minutes of heavy mental exertion while another task is only 8 minutes of simple survey and photo hunting.  It would be better if it were blind and the tasks were more reasonably balanced as far as effort/time goes.","To understand how participants feel about the fairness of task assignments and payouts, and perhaps whether or not ""random"" allocation of those tasks influences the participants' perception of fairness.",1,NA,2,"Because it didn't say which participant (of my group) assigned the task, so the ""results"" could have been entirely fabricated and there was zero accountability. I basically just had to trust what was showing up on the screen. I would have much rather had us select tasks in a live chat, that way it would be in front of me rather than ""behind closed doors"" when I advance my study page.",This was really fun and unique!!! I haven't done any studies like this before.,OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player3-Democrat: Hi there!
<br>Player1-Democrat: Hello friends
<br>Player2-Republican: Hello There
<br>Player4-Republican: Hello
<br>Player3-Democrat: Apparently I'm an underestimater
<br>Player1-Democrat: I was an underestimator too
<br>Player2-Republican: How did you do with the estimation?
<br>Player3-Democrat: It didn't tell me a total.  I guessed 97
<br>Player2-Republican: Underestimator as well
<br>Player1-Democrat: I couldnt guess because they were different sizes, i thought it was hard to figure out a pattern.
<br>Player4-Republican: I was an underestimator
<br>Player1-Democrat: there also wasn't enough time
<br>Player4-Republican: I guessed 
<br>Player1-Democrat: I guessed 63
<br> *** Player3-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br>"
